央视卫视HD,#genre#
贵州卫视HD,http://49.232.143.177:80/yt.php?l=0&type=play&id=gzwshd
贵州卫视HD,http://49.232.143.177:80/yt.php?l=1&type=play&id=gzwshd
吉林卫视HD,http://49.232.143.177:80/yt.php?l=0&type=play&id=jlwshd
吉林卫视HD,http://49.232.143.177:80/yt.php?l=1&type=play&id=jlwshd
海南卫视HD,http://49.232.143.177:80/yt.php?l=0&type=play&id=lywshd
海南卫视HD,http://49.232.143.177:80/yt.php?l=1&type=play&id=lywshd
甘肃卫视HD,http://49.232.143.177:80/yt.php?l=0&type=play&id=gswshd
甘肃卫视HD,http://49.232.143.177:80/yt.php?l=1&type=play&id=gswshd
山西卫视HD,http://49.232.143.177:80/yt.php?l=0&type=play&id=sxwshd
山西卫视HD,http://49.232.143.177:80/yt.php?l=1&type=play&id=sxwshd
厦门卫视HD,http://49.232.143.177:80/yt.php?l=0&type=play&id=xmwshd
厦门卫视HD,http://49.232.143.177:80/yt.php?l=1&type=play&id=xmwshd
金鹰纪实HD,http://49.232.143.177:80/yt.php?l=0&type=play&id=hnjyjshd
金鹰纪实HD,http://49.232.143.177:80/yt.php?l=1&type=play&id=hnjyjshd
上海新闻HD,http://49.232.143.177:80/yt.php?l=0&type=play&id=shxwhd
上海新闻HD,http://49.232.143.177:80/yt.php?l=1&type=play&id=shxwhd
东方影视HD,http://49.232.143.177:80/yt.php?l=0&type=play&id=shdsjhd
东方影视HD,http://49.232.143.177:80/yt.php?l=1&type=play&id=shdsjhd
上海都市HD,http://49.232.143.177:80/yt.php?l=0&type=play&id=shylhd
上海都市HD,http://49.232.143.177:80/yt.php?l=1&type=play&id=shylhd
五星体育HD,http://49.232.143.177:80/yt.php?l=0&type=play&id=wxtyhd
五星体育HD,http://49.232.143.177:80/yt.php?l=1&type=play&id=wxtyhd
游戏风云HD,http://49.232.143.177:80/yt.php?l=0&type=play&id=yxfyhd
游戏风云HD,http://49.232.143.177:80/yt.php?l=1&type=play&id=yxfyhd
生活时尚HD,http://49.232.143.177:80/yt.php?l=0&type=play&id=shsshd
生活时尚HD,http://49.232.143.177:80/yt.php?l=1&type=play&id=shsshd
劲爆体育HD,http://49.232.143.177:80/yt.php?l=0&type=play&id=jbtyhd
劲爆体育HD,http://49.232.143.177:80/yt.php?l=1&type=play&id=jbtyhd
第一财经HD,http://49.232.143.177:80/yt.php?l=0&type=play&id=dycjhd
第一财经HD,http://49.232.143.177:80/yt.php?l=1&type=play&id=dycjhd
都市剧场HD,http://49.232.143.177:80/yt.php?l=0&type=play&id=dsjchd
都市剧场HD,http://49.232.143.177:80/yt.php?l=1&type=play&id=dsjchd
欢笑剧场HD,http://49.232.143.177:80/yt.php?l=0&type=play&id=hxjchd
欢笑剧场HD,http://49.232.143.177:80/yt.php?l=1&type=play&id=hxjchd
动漫秀场HD,http://49.232.143.177:80/yt.php?l=0&type=play&id=dmxchd
动漫秀场HD,http://49.232.143.177:80/yt.php?l=1&type=play&id=dmxchd
乐游频道HD,http://49.232.143.177:80/yt.php?l=0&type=play&id=qjshd
乐游频道HD,http://49.232.143.177:80/yt.php?l=1&type=play&id=qjshd
新视觉HD,http://49.232.143.177:80/yt.php?l=0&type=play&id=xsjhd
新视觉HD,http://49.232.143.177:80/yt.php?l=1&type=play&id=xsjhd
哈哈炫动HD,http://49.232.143.177:80/yt.php?l=0&type=play&id=xdkthd
哈哈炫动HD,http://49.232.143.177:80/yt.php?l=1&type=play&id=xdkthd
求索纪录HD,http://49.232.143.177:80/yt.php?l=0&type=play&id=qsjl
求索纪录HD,http://49.232.143.177:80/yt.php?l=1&type=play&id=qsjl
ks,https://hw-origin.pull.yximgs.com/gifshow/Zfo0TgyXIE0_ma1500-AuditAvcOriginL3.flv?hwTime=69c12553&hwSecret=eae029a436bea75c9afafc3c8fdadb42&tsc=origin&highTraffic=1&oidc=watchmen&sidc=2756&no_script=1&srcStrm=Zfo0TgyXIE0&ss=s25&tfc_buyer=1&kabr_spts=-5000

极速港澳,#genre#
凤凰中文,http://49.232.143.177:80/pyxg/hmy.php?id=鳳凰中文備&key=***
凤凰资讯,http://49.232.143.177:80/pyxg/hmy.php?id=鳳凰資訊備&key=***
凤凰香港,http://49.232.143.177:80/pyxg/hmy.php?id=鳳凰香港&key=***
翡翠台,http://49.232.143.177:80/pyxg/hmy.php?id=翡翠台備&key=***
無綫新聞,http://49.232.143.177:80/pyxg/hmy.php?id=無綫新聞備&key=***
明珠台,http://49.232.143.177:80/pyxg/hmy.php?id=明珠台b&key=***
ViUTV,http://49.232.143.177:80/pyxg/hmy.php?id=ViUTV&key=***
ViUTVSix,http://49.232.143.177:80/pyxg/hmy.php?id=ViUTVSix&key=***
HOYTV,http://49.232.143.177:80/pyxg/hmy.php?id=HOYTV&key=***
HOY資訊台,http://49.232.143.177:80/pyxg/hmy.php?id=HOY資訊台&key=***
HOY財經台,http://49.232.143.177:80/pyxg/hmy.php?id=HOY財經台&key=***
18台,http://49.232.143.177:80/pyxg/hmy.php?id=18台&key=***
Now新聞台,http://49.232.143.177:80/pyxg/hmy.php?id=Now新聞台&key=***
Now財經台,http://49.232.143.177:80/pyxg/hmy.php?id=Now財經台&key=***
TVB星河,http://49.232.143.177:80/pyxg/hmy.php?id=TVB星河&key=***
功夫台,http://49.232.143.177:80/pyxg/hmy.php?id=功夫台&key=***
天映經典,http://49.232.143.177:80/pyxg/hmy.php?id=天映經典&key=***
美亚电影台,http://49.232.143.177:80/pyxg/hmy.php?id=美亚电影台&key=***
POPC,http://49.232.143.177:80/pyxg/hmy.php?id=POPC&key=***
中國電影,http://49.232.143.177:80/pyxg/hmy.php?id=中國電影&key=***
中視,http://49.232.143.177:80/pyxg/hmy.php?id=中視&key=***
華視,http://49.232.143.177:80/pyxg/hmy.php?id=華視&key=***
民視,http://49.232.143.177:80/pyxg/hmy.php?id=民視_1&key=***
民視台灣,http://49.232.143.177:80/pyxg/hmy.php?id=民視台灣&key=***
民視第一,http://49.232.143.177:80/pyxg/hmy.php?id=民視第一&key=***
台視,http://49.232.143.177:80/pyxg/hmy.php?id=台視&key=***
台視綜合,http://49.232.143.177:80/pyxg/hmy.php?id=台視綜合&key=***
公視,http://49.232.143.177:80/pyxg/hmy.php?id=公視&key=***
中天綜合,http://49.232.143.177:80/pyxg/hmy.php?id=中天綜合&key=***
八大綜合,http://49.232.143.177:80/pyxg/hmy.php?id=八大綜合&key=***
八大第一,http://49.232.143.177:80/pyxg/hmy.php?id=八大第一&key=***
東森綜合,http://49.232.143.177:80/pyxg/hmy.php?id=東森綜合&key=***
東森電影,http://49.232.143.177:80/pyxg/hmy.php?id=東森電影&key=***
緯來電影,http://49.232.143.177:80/pyxg/hmy.php?id=緯來電影&key=***
三立都會,http://49.232.143.177:80/pyxg/hmy.php?id=三立都會&key=***
三立台灣,http://49.232.143.177:80/pyxg/hmy.php?id=三立台灣&key=***
龍華偶像,http://49.232.143.177:80/pyxg/hmy.php?id=龍華偶像&key=***
龍華電影,http://49.232.143.177:80/pyxg/hmy.php?id=龍華電影&key=***
龍華經典,http://49.232.143.177:80/pyxg/hmy.php?id=龍華經典&key=***
好萊塢電影,http://49.232.143.177:80/pyxg/hmy.php?id=好萊塢電影&key=***
TVBS,http://49.232.143.177:80/pyxg/hmy.php?id=TVBS備&key=***
中天新聞,http://49.232.143.177:80/pyxg/hmy.php?id=中天新聞備&key=***
東森新聞,http://49.232.143.177:80/pyxg/hmy.php?id=東森新聞備&key=***
華視新聞,http://49.232.143.177:80/pyxg/hmy.php?id=華視新聞&key=***
中視新聞,http://49.232.143.177:80/pyxg/hmy.php?id=中視新聞&key=***
台視新聞,http://49.232.143.177:80/pyxg/hmy.php?id=台視新聞&key=***
民視新聞,http://49.232.143.177:80/pyxg/hmy.php?id=民視新聞&key=***
TVBS新聞,http://49.232.143.177:80/pyxg/hmy.php?id=TVBS新聞&key=***
三立新聞,http://49.232.143.177:80/pyxg/hmy.php?id=三立新聞&key=***
年代新聞,http://49.232.143.177:80/pyxg/hmy.php?id=年代新聞&key=***
壹新聞,http://49.232.143.177:80/pyxg/hmy.php?id=壹新聞&key=***
非凡新聞,http://49.232.143.177:80/pyxg/hmy.php?id=非凡新聞&key=***
鏡新聞,http://49.232.143.177:80/pyxg/hmy.php?id=鏡新聞&key=***
環宇台灣,http://49.232.143.177:80/pyxg/hmy.php?id=環宇台灣&key=***
緯來體育,http://49.232.143.177:80/pyxg/hmy.php?id=緯來體育&key=***
NBATV,http://49.232.143.177:80/pyxg/hmy.php?id=NBATV&key=***

港澳台二,#genre#
凤凰资讯台,http://139.159.221.112:80/today/hm.php?id=e34151762672e487e28f9a20f6a6a371&key=***
凤凰香港台,http://139.159.221.112:80/today/hm.php?id=ee0b3b912283bf8f698bcc4213849074&key=***
凤凰中文台,http://139.159.221.112:80/today/hm.php?id=804195d372e84a6eec06115fbbc0f14a&key=***
翡翠台,http://139.159.221.112:80/today/hm.php?id=2bc1e037cf7dd25ffd1cf86731fdb774&key=***
TVB Plus,http://139.159.221.112:80/today/hm.php?id=2fff0e795ee22d45e03703a8ef6198dc&key=***
TVB无线新闻台,http://139.159.221.112:80/today/hm.php?id=be56349b9771c2813686cf938e25fd59188dfbfaf34daf7808a26d68fb1a7c3d&key=***
TVB明珠台,http://139.159.221.112:80/today/hm.php?id=dc5b9e01613a8b31868245a52003571a&key=***
TVB生活台,http://139.159.221.112:80/today/hm.php?id=cfce93d1e11c1bff93c18dab3f29759b&key=***
TVB星河频道,http://139.159.221.112:80/today/hm.php?id=b93d84053bc86924a4a4e7c0f485c131&key=***
POP C,http://139.159.221.112:80/today/hm.php?id=9a123886f108a829a2d307bcee9d2960&key=***
Now爆谷台,http://139.159.221.112:80/today/hm.php?id=77b862e5fea4b1145514bd88e4e135d9&key=***
Now華劇台,http://139.159.221.112:80/today/hm.php?id=0b37ad4b6934c27cfb45365910e7e5a5&key=***
Now劇集台,http://139.159.221.112:80/today/hm.php?id=71d1df116a58b5a786742d6ac6dbc7e7&key=***
Now新闻台,http://139.159.221.112:80/today/hm.php?id=ed03576d8bd06a8438f6d80541510c57&key=***
Now直播台,http://139.159.221.112:80/today/hm.php?id=e409c1ffdbb658cd2dd098b5759898ad&key=***
Now财经台,http://139.159.221.112:80/today/hm.php?id=a67fb53895ec0f713a3907741c87be6c&key=***
澳门莲花,http://139.159.221.112:80/today/hm.php?id=3378e5be1fd3aca5be5435be65e42f20&key=***
TVB功夫台,http://139.159.221.112:80/today/hm.php?id=6c8e2ead2915566aff7fbbc95a484f1a&key=***
Thrill,http://139.159.221.112:80/today/hm.php?id=7686a9b338ceaf0105fd3717fc8d43f6&key=***
天映经典,http://139.159.221.112:80/today/hm.php?id=7d139ef4db6d5fddf03135281164d482&key=***
香港卫视HKS,http://139.159.221.112:80/today/hm.php?id=20b4b9b9895eb6f406d48a11c460aa7f&key=***
HOY 76,http://139.159.221.112:80/today/hm.php?id=e4cb4d43344a856772c898f618c618e4&key=***
HOY 77,http://139.159.221.112:80/today/hm.php?id=966a7f0965bae1cfc1888dda4490ba4a&key=***
HOY 78,http://139.159.221.112:80/today/hm.php?id=6d3753732aa76af8eb7b931e4e9f0f5e&key=***
ViuTV,http://139.159.221.112:80/today/hm.php?id=b64967b1d1a7ad1bb49644a5cf9dbcba&key=***
ViuTV6,http://139.159.221.112:80/today/hm.php?id=74e5c0f64706b013dc77be52d7fe55a0&key=***
HKC18台,http://139.159.221.112:80/today/hm.php?id=6e2716db644e66b4a0c3c1a947500b86&key=***
C18跑马,http://139.159.221.112:80/today/hm.php?id=66180655d7e860c5450568f018cce36d&key=***
88跑马台,http://139.159.221.112:80/today/hm.php?id=bea76c286042e85f6868e071ac7eb713&key=***
黄金翡翠台,http://139.159.221.112:80/today/hm.php?id=7d0a0c6067e8fb63e98b71bc87a0365e&key=***
黃金華劇台,http://139.159.221.112:80/today/hm.php?id=53a581fc37864a03d0c64e30cf05ed93&key=***
粤语片台,http://139.159.221.112:80/today/hm.php?id=38982d7127b580183f937300beccfb6e&key=***
美亚电影,http://139.159.221.112:80/today/hm.php?id=6ebb7856dda17570361e681a688b300e&key=***
AXN,http://139.159.221.112:80/today/hm.php?id=e9d4310b721d070202982def53c602d6&key=***
AXN,http://139.159.221.112:80/today/hm.php?id=0fa26a570193e8b9c79c10e6875e3d00&key=***
MovieMovie,http://139.159.221.112:80/today/hm.php?id=fc63967dc5b44aec77f0db90f7415dd1&key=***
mySUPER Sports,http://139.159.221.112:80/today/hm.php?id=f55d6167cab3170c892d31244a8817b2&key=***
Now爆谷星影台,http://139.159.221.112:80/today/hm.php?id=0f0a4ccad408e76dbeac98b1f9d0f455188dfbfaf34daf7808a26d68fb1a7c3d&key=***
NowJelli紫金国际,http://139.159.221.112:80/today/hm.php?id=b244c3a47c359adaf06be189677445ccf651a4aa051ec3bade98dd746141fa2d&key=***
中国电影频道,http://139.159.221.112:80/today/hm.php?id=e6463a9145206984cc6f79b330407da8fc0ed1a7966afde90cbb203fa4bafc6b&key=***
无线卫星亚洲台,http://139.159.221.112:80/today/hm.php?id=9e2414dc7b37e27275770a43d81c4fbe999ddaac825a439fdc241511cb25a400&key=***
mySUPER EYT,http://139.159.221.112:80/today/hm.php?id=da6ad387fc0a9779663ba03e5a17ea4f&key=***
mySUPER识食,http://139.159.221.112:80/today/hm.php?id=4562ab002044d86f3b5ee4d021a5e8d7&key=***
mySUPER识嘆,http://139.159.221.112:80/today/hm.php?id=b464abf26b2034c9363e20ed2397dd3e&key=***
mySUPER Music,http://139.159.221.112:80/today/hm.php?id=8052a475be30c0420232b5c3c8756e80&key=***
mySUPER金曲,http://139.159.221.112:80/today/hm.php?id=2e042c4a683e4ba0769ddca4609c3b68&key=***
mySUPER煲剧,http://139.159.221.112:80/today/hm.php?id=012b0197c2d89e090e12de430696b02f&key=***
mySUPER剧场,http://139.159.221.112:80/today/hm.php?id=429afadc340e712b1f9052b9294fc72d&key=***
mySUPER话当年,http://139.159.221.112:80/today/hm.php?id=5d63fe054d7dd480c3ec32fed3bb6667bfd9c72884cf7b0b902d747118b3da55&key=***
MyTV千禧经典台,http://139.159.221.112:80/today/hm.php?id=83a9c1c4e71043d8198195f3378b962c1edcc61233b93c610b5996f529911f59&key=***
龙祥电影,http://139.159.221.112:80/today/hm.php?id=72a86ecf2036865b10d05adca463ff49&key=***
HBO,http://139.159.221.112:80/today/hm.php?id=f8f70f1f3f0e0a49db75366ee2a3dd84&key=***
HBOHits,http://139.159.221.112:80/today/hm.php?id=5e0bc4f4a1eb7e854a3f6ab47d4ec7dc&key=***
HBOSignature,http://139.159.221.112:80/today/hm.php?id=903f9da59a63e95b4b17dcd14f4bd6a1&key=***
Cinemax,http://139.159.221.112:80/today/hm.php?id=431565c332e2fcd3b817f08614cd0bec&key=***
mySUPER直播足球2台,http://139.159.221.112:80/today/hm.php?id=6cf93411027527aaf33456944cb9fbe8e6a0c1cacea4eb4c8277ace8c5e27d28&key=***
mySUPER直播足球3台,http://139.159.221.112:80/today/hm.php?id=6cf93411027527aaf33456944cb9fbe8745a762664933b1327f31f44ccc126a2&key=***
mySUPER直播足球4台,http://139.159.221.112:80/today/hm.php?id=6cf93411027527aaf33456944cb9fbe885bbc516f3256284a64b6a478d20629d&key=***
mySUPER直播足球5台,http://139.159.221.112:80/today/hm.php?id=6cf93411027527aaf33456944cb9fbe817ef47c5410a89f73d264b1c24b0bce4&key=***
mySUPER直播足球6台,http://139.159.221.112:80/today/hm.php?id=6cf93411027527aaf33456944cb9fbe8238567ce82b2fbc0a35d2836944f99e8&key=***
中视,http://139.159.221.112:80/today/hm.php?id=8eadb0e8fa8c66e5092cfac44966dfbd&key=***
中视新闻,http://139.159.221.112:80/today/hm.php?id=0a040187cc4277d2da9dfe23dbd33c80&key=***
中视经典,http://139.159.221.112:80/today/hm.php?id=3f68c437ac5ffe43c9fff607a7361eb2&key=***
公视,http://139.159.221.112:80/today/hm.php?id=9b5a0d72799fec3eac8bc084c27d407b&key=***
小公视,http://139.159.221.112:80/today/hm.php?id=262e0d922513f6d9eb08c75e03221a9a&key=***
民视,http://139.159.221.112:80/today/hm.php?id=55430c3fdec136ddc68c6732218dd434&key=***
民视第一台,http://139.159.221.112:80/today/hm.php?id=db030d1078c7fbb9da84fe03303e2c13&key=***
民视台湾台,http://139.159.221.112:80/today/hm.php?id=a9ca9898d44bbd8469d8bad299d6b96e&key=***
民视影剧台,http://139.159.221.112:80/today/hm.php?id=a50d0e624166a8047f8b372860e2879a&key=***
民视旅游台,http://139.159.221.112:80/today/hm.php?id=a4e2f32c86e3ba020c2fab1cea96eb5f&key=***
民视综艺台,http://139.159.221.112:80/today/hm.php?id=d161ec8bfdb3e482b0be3aac4e7e0170&key=***
台视,http://139.159.221.112:80/today/hm.php?id=8c1a9a9920c0239ccfcc8e6109ffb762&key=***
台视新闻,http://139.159.221.112:80/today/hm.php?id=08c4e83d96e87269495a7515fb8ac052&key=***
台视综合,http://139.159.221.112:80/today/hm.php?id=e4e97490cfc6eccb01692a68598eef97&key=***
台视财经,http://139.159.221.112:80/today/hm.php?id=1fad7d467e94cfa3777286f412d2edb9&key=***
台湾戏剧,http://139.159.221.112:80/today/hm.php?id=19885b6f20ff422a053e676f38af309a&key=***
华视,http://139.159.221.112:80/today/hm.php?id=78f76a6d37de425d1d7c979c6a16e175&key=***
CTS华视新闻资讯,http://139.159.221.112:80/today/hm.php?id=deaa0ed42ecc2a64b822af917c20851678f67253290bde90bed62ad75c5f6554&key=***
壹新闻,http://139.159.221.112:80/today/hm.php?id=af3dca7857c0459fabbca55f374a9ea9&key=***
壹电影,http://139.159.221.112:80/today/hm.php?id=d683c994ddd4e2dd5cb1f8ff7d9c705b&key=***
JET综合台,http://139.159.221.112:80/today/hm.php?id=f4b6fe9e4a98903e8a7aec3b630b70d1&key=***
年代新闻,http://139.159.221.112:80/today/hm.php?id=dbd24b6bf07c8feefe332dfb67718b99&key=***
年代Much,http://139.159.221.112:80/today/hm.php?id=502784b2c3c6a0fc31a11ddda16cc6d1&key=***
非凡新闻,http://139.159.221.112:80/today/hm.php?id=8ae49b78e43530c9b5d7937d3c0ba944&key=***
非凡商业,http://139.159.221.112:80/today/hm.php?id=fbc9a1e140e540ad1a56634d27c04549&key=***
寰宇新闻,http://139.159.221.112:80/today/hm.php?id=6622491c5ef170ca7d0f01e694f72f37&key=***
寰宇新闻台湾,http://139.159.221.112:80/today/hm.php?id=937d64cf20c64d94627818fcaddcb027c981975b202968096e843dad73ffafcd&key=***
寰宇财经,http://139.159.221.112:80/today/hm.php?id=f703110bcbfffdded266e60ee402254f&key=***
镜新闻,http://139.159.221.112:80/today/hm.php?id=c9a42275fac0467a5c141972cba70349&key=***
东森中国台,http://139.159.221.112:80/today/hm.php?id=b8bf9b084368d9537c90a27d641a7df6&key=***
东森超视,http://139.159.221.112:80/today/hm.php?id=b55fd753224ae9d746e3f10b942d2c3a&key=***
东森亚洲,http://139.159.221.112:80/today/hm.php?id=9e0409c56e2e353cab5bdc972fa54e63&key=***
东森综合,http://139.159.221.112:80/today/hm.php?id=d7024495bd7eebf310360ed63d7770f5&key=***
东森新闻,http://139.159.221.112:80/today/hm.php?id=9c5939953fa1fa89d6895b6debbda45e&key=***
东森财经,http://139.159.221.112:80/today/hm.php?id=ba33aab10e398fdf56436d79ee38bd22&key=***
东森LIVE,http://139.159.221.112:80/today/hm.php?id=178e5733c52ae8b3149ccfe31e02b966&key=***
东森电影,http://139.159.221.112:80/today/hm.php?id=337e0831dbd1b3153a362936e6c4eedc&key=***
东森洋片,http://139.159.221.112:80/today/hm.php?id=8dcb6691e442bb73ea934fc67139ad3a&key=***
东森戏剧,http://139.159.221.112:80/today/hm.php?id=a2c01c5bfc4aa559208354ba7558d82c&key=***
东森幼幼,http://139.159.221.112:80/today/hm.php?id=6bf0ce1998edacf5ac3d2a4d5e0ad7dc&key=***
MOMO综合台,http://139.159.221.112:80/today/hm.php?id=5b06e3418e1097f80019f1a6221a2959&key=***
MOMO亲子台,http://139.159.221.112:80/today/hm.php?id=4d3007b285621c4f67f3eedfa3b9ce52&key=***
MOMO台,http://139.159.221.112:80/today/hm.php?id=7164b36075a5c4c33687b730f8fe586a&key=***
国兴卫视,http://139.159.221.112:80/today/hm.php?id=92d360319b3f9af6cf740444ebaf318f&key=***
龙祥时代,http://139.159.221.112:80/today/hm.php?id=5c07c923d6a57ccf332e72cfe83d7960&key=***
龙华偶像,http://139.159.221.112:80/today/hm.php?id=02c4011cec9b8f58cfefae74a63b6651&key=***
龙华电视,http://139.159.221.112:80/today/hm.php?id=3358f1005352f6158e749df322577c17&key=***
龙华戏剧,http://139.159.221.112:80/today/hm.php?id=3edbc1c3be5b34ea1c8eda4b7966fd42&key=***
龙华日韩,http://139.159.221.112:80/today/hm.php?id=20ea73ffe0df70e3c2eab8ca8a501997&key=***
龙华电影,http://139.159.221.112:80/today/hm.php?id=6f13b3921059bb70cb382fc4e4a9c066&key=***
龙华影剧,http://139.159.221.112:80/today/hm.php?id=2243dfb17523cfc132afb0327ac97bca&key=***
龙华洋片,http://139.159.221.112:80/today/hm.php?id=9278d1e9f3f3747ad9403c9983d8163a&key=***
龙华卡通,http://139.159.221.112:80/today/hm.php?id=2c1d02b4965dd92313d1d44ace27b91e&key=***
龙华经典,http://139.159.221.112:80/today/hm.php?id=57c4f660ef3719adcdbfd9446400d2bf&key=***
三立都会台,http://139.159.221.112:80/today/hm.php?id=cec8b919c1499655c2def14dad2cc0a0&key=***
三立综合台,http://139.159.221.112:80/today/hm.php?id=be8f606db7b33bfc2182e3abb9db7a46&key=***
三立台湾台,http://139.159.221.112:80/today/hm.php?id=085e32d72f0375646fd572fa083eca49&key=***
三立戏剧台,http://139.159.221.112:80/today/hm.php?id=c8b5b0847d8f573150c1a50b129cbc01&key=***
三立新闻台,http://139.159.221.112:80/today/hm.php?id=69cc9084faf3dedeb7f911d5695f78d5&key=***
三立iNEWS,http://139.159.221.112:80/today/hm.php?id=496cdec3a4efb7244d7f85d129f22eb7&key=***
三立国际台,http://139.159.221.112:80/today/hm.php?id=68aefbdf76dc9d58bf0e3533ee5c83a7&key=***
LIVE三立,http://139.159.221.112:80/today/hm.php?id=7c223e7bea2176133457b2f6812f9cce&key=***
中天新闻,http://139.159.221.112:80/today/hm.php?id=fc0c02777fe48801888bb977c552139a&key=***
中天综合,http://139.159.221.112:80/today/hm.php?id=ed3b013b5943d806b3f768f01dd00097&key=***
中天娱乐,http://139.159.221.112:80/today/hm.php?id=1b20e128143799b1e0fb0339f3d766d5&key=***
纬来综合,http://139.159.221.112:80/today/hm.php?id=12a094911dc584b37b0c1a7233ddc19f&key=***
纬来精彩,http://139.159.221.112:80/today/hm.php?id=b5e4f3f74375b17ae15c1973eb8b6258&key=***
纬来戏剧,http://139.159.221.112:80/today/hm.php?id=ae98ffa81132e335d9701b59fbd9f92e&key=***
纬来日本,http://139.159.221.112:80/today/hm.php?id=def0b509a4b708d7b85721596b5adae4&key=***
纬来育乐,http://139.159.221.112:80/today/hm.php?id=de2d82736ea94b17c5201bd9e1800c84&key=***
纬来电影,http://139.159.221.112:80/today/hm.php?id=4b85ad3618af9649a3941f2ac121e988&key=***
纬来体育,http://139.159.221.112:80/today/hm.php?id=fba2aafc1808c8e3793a37d0a035ba30&key=***
八大第一台,http://139.159.221.112:80/today/hm.php?id=605ddce1b1ff4493852133c6c6b609fc&key=***
